id,word-1,word-2,word-3,word-4,word-5,word-6,word-7,word-8,word-9,word-10,word-11,word-12,word-13,word-14,word-15,word-16,word-17,word-18,word-19,word-20,word-21,word-22,word-23,word-24,word-25,word-26,word-27,word-28,word-29,word-30,word-31,word-32,word-33,word-34,word-35,word-36,word-37,word-38,word-39,word-40,Result
1802,92,4,1,9,14,4,2,5,19,2,3,4,1,4,9,1,9,8,75,2,,22,11,5,8,1,4,5,18,3,1,2,7,8,12,0,3,3,6,6,0
1803,46,1,0,2,4,2,2,2,3,3,6,2,0,1,4,1,1,1,31,4,2,,1,4,5,4,3,0,15,0,4,3,4,1,4,2,1,2,0,0,0
1804,25,0,0,0,6,1,0,2,0,5,0,0,0,1,5,3,0,0,20,0,0,4,,1,7,1,0,1,3,0,0,0,1,0,1,4,0,1,0,0,0
1805,12,0,1,0,2,1,0,3,0,1,0,0,1,2,4,0,0,0,5,0,0,1,0,0,1,0,0,1,1,0,0,0,4,0,1,0,0,0,1,0,0
1806,11,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,16,1,0,4,1,2,1,1,0,0,1,0,0,0,0,0,0,6,0,1,0,0,1
1807,324,6,12,21,58,10,2,11,17,17,24,10,2,2,22,13,16,2,201,6,5,39,25,15,22,0,3,4,179,1,0,12,9,2,23,3,8,8,10,2,0
1808,49,0,1,3,13,3,0,1,2,1,0,1,0,6,8,4,4,3,31,0,2,5,6,2,5,0,3,1,5,0,0,1,5,3,5,0,0,1,3,2,0
1809,12,1,0,1,2,1,0,2,1,2,1,1,1,1,2,1,1,1,21,0,1,7,4,2,2,0,0,2,5,0,0,1,1,1,2,0,1,3,4,1,0
1810,27,1,0,2,3,2,1,2,4,0,1,0,1,0,3,0,1,0,24,1,1,6,0,3,0,0,0,0,4,0,0,0,0,0,4,1,2,1,0,0,1
1811,66,1,1,0,3,0,0,1,14,6,9,0,0,2,17,1,0,0,16,0,0,2,4,0,0,0,0,4,5,1,2,1,16,0,2,0,1,0,1,3,0
1812,28,2,0,1,3,2,0,2,5,1,2,1,1,1,6,0,1,1,16,0,1,3,4,0,6,1,4,2,2,0,0,,6,1,2,1,2,3,0,0,0
1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,a,0,0,,,0,0,,0,0,0,0,0,1
1814,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1815,63,2,1,1,9,4,1,5,10,3,0,4,0,2,14,0,9,4,61,0,0,14,8,5,3,0,1,3,12,2,4,1,12,2,2,3,,1,7,0,1
1816,25,0,0,0,4,1,1,6,0,1,1,0,0,4,5,0,3,3,19,0,1,5,5,2,6,1,2,4,4,0,2,0,5,3,6,5,4,1,1,0,0
1817,13,0,0,4,5,0,0,0,1,1,0,0,0,1,1,0,2,0,7,0,0,0,0,1,0,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0
1818,27,1,1,0,9,5,0,2,7,1,0,1,0,3,4,0,2,1,22,1,1,3,2,6,2,0,0,0,4,0,0,1,4,1,6,1,0,0,0,1,0
1819,69,2,0,4,14,2,0,9,6,4,4,1,6,1,,2,5,1,64,,0,12,5,5,5,0,0,2,13,1,0,1,6,1,4,2,4,0,1,1,0
1820,44,0,1,3,7,2,0,8,7,4,0,0,0,4,7,0,0,0,40,0,2,13,,7,8,3,0,1,15,1,0,4,7,0,7,1,2,1,0,0,0
1821,26,0,0,0,9,3,1,1,5,1,3,0,1,3,5,1,1,1,10,0,0,4,1,1,5,3,2,0,3,0,0,1,5,1,1,1,0,0,0,0,0
1822,23,1,1,1,2,0,1,5,4,,3,1,3,1,6,0,3,3,19,1,2,2,4,1,5,1,3,2,6,0,0,0,6,3,5,1,3,0,4,1,0
1823,23,1,2,0,3,1,1,1,6,2,2,0,1,0,4,1,1,1,8,0,1,1,2,1,2,0,1,0,2,0,0,0,2,1,2,0,0,0,0,2,0
1824,11,0,0,0,1,0,1,3,0,1,2,0,0,3,2,0,1,1,5,0,0,0,2,1,4,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0
1825,54,1,2,0,10,4,0,8,4,5,0,,1,4,7,1,0,0,35,0,1,6,7,6,8,6,1,2,6,0,0,1,5,0,2,1,3,2,3,0,0
1826,39,2,0,1,6,2,1,0,9,3,2,0,0,1,4,2,0,0,22,1,2,3,5,2,0,0,6,0,5,0,0,0,2,0,1,1,1,2,1,1,1
1827,72,2,5,2,8,5,1,11,5,3,2,4,1,4,20,2,3,0,60,1,1,17,2,9,11,1,5,6,7,5,2,4,14,0,11,6,6,5,6,8,0
1828,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
1829,10,1,0,0,2,1,0,0,1,0,0,1,0,1,3,0,0,0,5,0,0,1,0,0,4,1,1,0,0,0,0,1,2,0,1,0,0,0,0,1,0
1830,29,0,1,1,5,0,1,4,4,0,1,1,0,2,1,0,0,0,20,0,2,7,2,1,5,1,0,0,7,0,0,0,1,0,4,1,0,1,0,1,0
1831,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1832,32,1,0,1,5,0,0,2,2,1,0,2,0,1,2,0,0,0,18,1,0,6,1,2,4,3,2,0,4,1,0,2,1,0,3,1,1,1,0,1,1
1833,,0,3,3,3,0,0,6,1,3,1,0,0,5,0,0,0,0,15,0,1,6,0,1,3,0,2,0,17,0,0,1,0,0,3,0,0,0,0,0,0
1834,17,0,1,0,5,2,0,1,3,0,2,0,0,0,1,0,1,1,17,0,0,3,6,2,4,1,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0
1835,7,0,0,0,2,1,0,0,2,2,0,0,2,0,1,0,0,0,9,0,0,1,0,0,0,0,0,2,5,0,0,0,1,0,0,0,1,0,1,0,0
1836,179,,4,3,35,15,3,17,29,17,1,0,2,3,52,2,19,10,184,5,3,55,25,18,12,3,5,22,29,5,0,6,42,5,11,4,14,4,7,4,1
1837,22,3,0,0,3,1,3,3,3,1,2,0,0,1,4,2,2,2,15,0,0,3,4,1,4,1,3,0,4,0,0,2,3,2,2,1,0,1,1,1,0
1838,18,2,0,0,6,3,0,1,1,0,0,0,1,2,6,0,0,0,5,0,0,1,0,0,2,0,0,0,0,0,1,1,4,0,2,0,0,0,1,1,0
1839,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
1840,21,0,1,0,4,2,0,1,0,0,0,1,0,0,5,2,0,0,10,1,0,1,1,1,1,0,1,0,1,0,0,1,2,0,2,1,0,1,1,0,1
1841,326,20,4,6,75,38,5,14,42,13,5,5,9,11,44,5,14,7,379,12,7,85,29,34,19,5,23,27,56,8,12,7,39,7,28,12,16,15,7,6,1
1842,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1843,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1844,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1845,10,0,0,0,1,0,1,3,0,0,1,0,1,1,2,0,0,0,4,0,0,0,1,2,3,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,0
1846,8,0,0,3,1,0,0,0,1,0,0,0,0,1,1,0,2,0,6,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,1,4,0,0,0,0,0
1847,11,0,0,0,2,1,1,1,0,1,0,2,0,1,4,2,1,1,9,0,2,0,3,0,1,0,1,0,1,0,1,0,3,1,2,0,1,0,0,2,1
1848,105,1,12,4,15,3,2,14,6,0,20,0,0,2,4,1,9,5,83,3,3,21,10,5,10,2,4,2,10,0,2,3,2,5,5,1,2,17,3,2,0
1849,11,1,0,0,0,0,0,0,2,0,,0,0,0,0,0,2,1,11,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0
1850,82,1,3,2,26,18,2,7,7,4,1,5,6,2,44,6,7,3,71,1,8,17,13,10,2,1,7,2,12,0,1,3,24,2,12,3,0,12,2,5,0
1851,49,0,3,0,5,3,2,2,8,4,2,2,0,6,7,1,3,2,47,6,0,8,5,5,5,2,2,2,11,0,0,0,6,2,5,1,3,2,1,3,0
1852,11,0,0,1,1,0,0,0,1,1,0,0,1,,3,0,2,1,26,0,1,8,6,5,0,0,1,1,3,2,0,2,2,1,2,1,2,0,1,3,1
1853,121,3,1,11,19,6,4,18,8,5,3,1,1,13,25,4,7,5,75,0,2,14,16,8,20,4,5,3,21,1,0,6,19,5,15,6,3,2,6,4,0
1854,5,0,0,0,2,1,0,0,2,1,0,0,0,0,3,1,0,0,11,0,0,3,0,1,0,0,0,0,3,0,0,1,2,0,3,1,0,2,0,0,0
1855,42,1,0,0,3,0,2,3,9,2,5,1,1,3,15,4,2,,23,1,0,6,2,1,5,0,1,3,8,0,3,3,13,1,5,2,0,0,2,4,0
1856,6,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2,0,0,0,1
1857,277,9,0,0,56,29,15,41,36,12,3,5,16,17,55,4,17,10,357,11,7,101,35,26,15,5,7,23,52,7,14,12,48,9,33,6,22,9,9,5,1
1858,206,3,3,5,45,22,2,18,36,19,1,5,6,16,34,2,25,15,238,5,1,49,29,39,11,4,6,23,45,12,5,5,30,15,18,16,20,12,3,26,1
1859,23,0,1,0,5,1,0,,2,2,0,0,0,0,4,1,0,0,19,0,1,4,0,0,1,1,2,1,5,0,0,0,4,0,3,1,1,0,1,0,0
1860,11,0,0,0,2,0,0,1,2,1,1,0,0,0,2,0,0,0,10,0,2,1,1,1,1,0,0,1,5,0,0,0,2,0,3,0,0,0,1,3,0
1861,3,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1862,110,1,4,11,11,2,3,12,27,4,,2,11,11,33,11,4,0,105,5,4,39,13,6,9,0,5,2,27,2,3,8,24,0,11,0,3,1,4,6,0
1863,337,12,5,11,55,9,2,28,28,10,10,3,12,15,46,5,15,2,306,6,7,90,17,31,19,6,9,21,75,16,17,17,36,2,51,14,25,21,11,15,1
1864,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,116,2,3,3,23,6,1,3,9,8,6,3,0,2,14,3,3,1,78,3,0,16,12,10,9,0,2,2,29,4,2,6,9,1,6,1,9,4,3,0,0
1866,12,1,0,0,3,0,1,2,0,0,0,0,1,1,4,1,0,0,12,0,1,5,1,0,1,0,1,1,0,0,0,0,2,0,1,3,1,0,2,0,0
1867,31,2,0,1,4,0,3,1,8,2,3,1,0,3,6,2,0,0,20,0,0,6,4,2,13,0,7,2,5,0,0,0,4,0,4,1,0,2,1,2,0
1868,80,2,4,2,21,3,2,9,10,5,1,1,1,6,13,3,1,1,46,0,3,7,5,7,15,3,0,3,14,1,1,2,13,1,6,2,5,1,2,3,0
1869,53,1,0,1,10,2,4,4,2,3,3,0,0,2,15,4,3,3,25,0,2,2,8,1,3,0,2,3,5,0,0,0,7,3,7,0,0,1,0,2,0
1870,41,2,0,1,4,1,1,1,4,2,1,0,1,2,4,0,2,1,38,1,0,9,8,2,2,1,1,8,5,3,1,8,4,1,4,1,3,0,2,5,1
1871,125,2,0,3,18,9,9,3,15,7,8,12,0,7,31,7,6,2,82,1,1,20,8,7,12,1,13,3,24,2,2,3,27,2,8,2,2,0,1,2,0
1872,8,1,0,0,1,1,0,0,1,1,1,0,0,2,2,0,0,0,6,0,0,2,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0
1873,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,63,2,1,1,11,6,1,5,7,5,3,2,1,3,18,3,2,0,53,1,0,15,4,11,3,0,2,3,15,0,4,1,11,0,3,1,0,4,1,0,0
1875,43,1,1,1,5,3,3,0,8,2,1,0,2,2,8,2,4,3,53,1,5,6,8,12,4,1,1,2,5,4,2,1,5,3,7,3,6,0,1,10,1
1876,58,3,1,4,8,4,0,6,7,11,1,1,1,2,8,2,2,0,36,2,1,9,3,3,4,0,4,0,11,3,1,1,5,0,1,3,5,2,1,4,1
1877,100,3,1,0,28,5,4,10,10,4,1,3,2,4,17,1,4,2,83,0,1,17,6,8,8,5,3,5,37,10,1,1,17,2,26,4,12,2,6,18,0
1878,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,36,0,2,0,7,2,0,9,8,2,0,3,1,1,17,4,1,0,33,1,1,6,2,3,6,1,4,1,7,0,2,0,16,0,9,3,2,0,6,0,0
1880,17,1,0,0,2,1,0,3,4,1,0,0,0,1,4,0,0,0,22,2,1,4,1,3,0,0,1,1,7,2,1,0,4,0,1,0,2,0,1,4,1
1881,28,1,0,0,4,1,1,2,3,2,1,0,0,2,8,0,5,4,35,1,1,11,10,1,14,2,3,1,5,0,1,2,6,4,7,0,0,0,1,1,0
1882,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1883,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1884,14,0,0,0,1,0,0,0,3,0,1,0,1,4,1,0,1,0,22,1,0,6,1,1,1,0,2,0,4,0,1,0,0,0,1,1,0,0,2,0,1
1885,42,3,2,3,6,2,0,1,3,0,1,1,0,3,2,0,1,0,26,1,1,3,1,3,2,0,0,3,10,0,0,2,0,0,3,0,0,0,0,1,0
1886,26,1,1,1,2,0,1,2,7,1,0,1,3,0,6,5,0,0,14,0,0,4,0,2,5,0,0,0,4,1,0,3,5,0,3,2,3,1,1,2,1
1887,5,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
1888,78,4,0,1,9,3,1,9,6,5,5,1,0,2,14,1,2,1,87,3,1,19,5,6,4,1,1,5,10,0,3,3,6,0,13,2,2,6,1,1,1
1889,178,5,6,4,32,19,1,8,33,13,10,2,1,9,24,5,8,3,172,5,3,,13,12,14,1,5,14,54,22,10,5,14,3,21,5,27,11,15,29,0
1890,6,0,0,0,3,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1891,31,0,0,0,6,3,1,0,,4,2,0,0,0,5,2,2,,22,2,1,5,0,0,4,0,0,2,5,0,0,4,4,0,9,0,2,0,0,1,0
1892,11,1,1,0,2,0,0,1,2,0,0,0,0,1,0,0,0,0,3,0,0,2,1,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,3,0,0
1893,30,0,0,0,7,2,0,2,2,3,2,1,0,2,5,0,1,1,21,1,1,3,1,0,5,0,2,5,4,1,1,2,5,1,1,0,2,0,0,2,0
1894,374,5,9,33,40,21,1,6,114,15,17,23,3,4,39,2,3,2,194,4,3,35,17,11,34,15,22,8,105,0,3,4,17,2,15,23,13,9,6,0,0
1895,50,4,0,4,9,1,0,8,2,1,0,0,0,4,6,1,1,1,30,1,0,13,4,2,3,0,2,1,15,3,0,1,5,1,7,1,5,2,1,4,0
1896,64,0,2,4,14,3,0,6,5,3,6,1,2,5,9,0,0,0,53,0,2,12,10,3,6,1,10,3,13,2,2,2,7,0,4,0,2,4,3,1,0
1897,71,11,0,2,7,3,0,3,7,12,1,21,2,1,2,0,7,2,85,0,0,13,6,12,6,0,4,18,22,2,10,2,1,2,10,0,3,4,1,3,1
1898,76,1,3,3,15,1,1,4,12,5,4,0,1,5,11,2,1,1,51,0,1,14,5,6,5,0,3,3,13,0,1,1,11,1,3,4,0,3,0,2,0
1899,73,3,0,2,12,4,3,8,10,5,3,3,1,5,12,1,18,10,80,1,1,26,18,8,7,0,16,5,8,12,1,1,9,8,11,2,14,4,2,14,0
1900,4,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,60,1,1,1,10,1,1,6,5,7,3,3,0,3,9,1,5,3,36,0,3,7,6,3,6,4,6,0,7,0,0,0,6,3,7,3,2,2,1,1,0
1902,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,,0,0,1,0,0,1,0,0,0,0,0,1
1903,12,1,0,0,5,2,0,0,0,2,2,0,0,2,1,1,1,0,8,0,0,3,1,1,2,0,1,1,0,0,0,0,1,0,1,0,1,2,0,0,1
1904,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1905,105,1,0,7,16,3,5,,13,14,3,0,0,7,13,4,1,1,35,1,1,7,7,3,25,0,5,3,18,0,1,1,12,1,11,0,4,2,2,3,0
1906,54,2,1,5,7,0,1,5,3,11,2,0,0,2,2,0,4,4,36,0,0,7,11,1,13,0,4,0,16,0,0,0,1,4,7,5,1,2,0,3,0
1907,80,1,2,2,18,2,0,9,11,5,0,1,2,8,26,5,6,6,61,4,8,10,19,4,13,5,7,2,13,0,0,6,23,6,9,4,1,0,0,8,0
1908,234,0,17,12,29,8,13,12,34,19,11,3,16,13,27,3,11,6,139,4,2,20,13,25,39,1,9,1,71,0,0,3,20,6,23,1,0,17,3,5,0
1909,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1911,30,0,0,0,5,1,1,7,1,0,1,0,0,2,11,2,3,2,25,0,0,6,6,3,8,0,2,4,2,0,2,0,10,2,10,4,3,2,1,0,0
1912,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1913,99,4,1,0,13,4,0,8,5,9,6,1,0,7,15,0,7,3,70,1,3,18,6,12,16,1,5,3,6,0,1,3,12,3,11,2,1,6,1,4,0
1914,187,7,6,10,22,11,9,8,19,12,3,4,1,4,40,4,12,9,141,7,4,36,17,8,18,1,11,15,29,2,7,5,35,9,33,10,5,9,20,5,0
1915,85,3,0,2,14,3,2,,15,7,3,3,0,14,13,0,0,0,48,2,2,9,4,0,2,1,4,1,24,8,2,6,12,0,14,1,8,2,2,10,0
1916,2,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1917,29,1,0,0,9,4,0,0,6,0,1,0,2,4,9,0,4,2,20,0,0,6,5,0,7,2,1,3,5,2,2,1,9,2,7,0,4,0,1,4,0
1918,116,2,2,2,,5,0,3,9,9,5,3,0,2,15,3,3,1,83,3,0,16,13,10,7,0,4,2,29,0,2,2,9,1,6,1,1,4,3,0,0
1919,56,3,3,4,8,2,0,3,3,3,5,0,1,0,5,1,1,0,27,2,0,10,5,0,1,0,0,0,4,0,0,1,1,0,4,0,0,0,1,0,0
1920,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1921,36,0,1,2,2,0,2,5,5,2,5,0,0,1,1,0,0,0,17,1,0,7,0,3,0,0,0,0,5,1,2,0,1,0,4,1,4,1,2,0,0
1922,22,0,1,3,3,1,1,3,3,1,2,1,1,6,10,0,0,0,11,1,0,2,0,0,3,0,1,0,4,1,1,3,7,0,5,0,1,0,2,1,0
1923,13,0,0,1,1,,0,0,3,1,1,1,3,4,5,0,1,0,14,4,0,2,0,0,2,0,0,1,3,0,0,0,5,0,1,0,0,0,2,1,0
1924,17,0,0,1,2,1,0,1,1,1,0,0,0,1,1,0,1,0,15,1,0,2,1,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,1,1
1925,4,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,2,1,8,0,0,2,1,1,0,0,0,0,2,0,0,0,0,1,3,0,1,0,0,1,0
1926,33,1,0,4,3,1,0,0,3,3,0,2,,1,1,0,2,0,36,1,1,6,1,2,4,2,1,2,4,3,1,3,1,0,2,1,3,3,1,2,1
1927,10,0,1,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,6,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1928,78,1,4,3,24,16,4,3,4,1,9,1,2,2,16,2,4,1,,0,2,6,6,6,10,1,1,1,23,0,0,1,12,,13,2,4,6,6,2,0
1929,16,0,0,1,6,1,0,3,2,0,1,1,1,2,3,0,1,1,12,1,0,2,1,2,3,0,1,0,1,0,0,0,3,1,0,0,0,0,1,2,0
1930,46,4,2,3,7,4,1,2,8,9,4,1,0,2,11,0,6,3,47,1,1,13,4,6,2,0,2,1,10,1,0,1,7,3,3,1,1,7,4,1,0
1931,32,1,0,2,6,2,2,1,2,5,1,0,0,1,10,4,,1,23,0,0,7,3,4,6,2,1,3,3,0,2,2,10,1,4,0,1,2,2,1,0
1932,51,1,1,4,14,0,1,5,7,4,1,1,1,4,4,1,3,3,30,1,1,5,5,1,6,0,2,3,5,1,5,0,2,3,4,0,2,0,0,1,0
1933,118,3,3,1,21,12,1,8,8,7,1,1,4,9,12,2,11,10,121,2,2,28,18,16,15,1,4,5,32,6,3,7,11,10,16,1,7,5,1,7,1
1934,22,0,0,0,3,1,1,3,1,0,1,0,0,2,4,1,1,1,12,1,0,3,2,2,5,0,3,3,1,0,2,0,4,1,5,4,2,1,1,0,0
1935,7,1,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
1936,14,0,1,0,4,1,2,0,2,1,2,0,1,3,7,0,2,1,13,1,0,5,1,0,4,0,2,0,3,0,0,0,5,1,3,0,0,,0,1,0
1937,11,0,0,4,1,0,0,2,1,1,0,0,0,1,1,0,2,0,13,2,0,4,0,1,2,0,1,0,7,0,0,0,0,0,3,0,0,0,0,0,0
1938,6,0,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,14,0,0,2,4,1,1,0,0,0,1,1,0,1,0,0,2,5,1,0,0,a,0
1939,20,0,1,0,4,2,0,3,0,0,1,1,0,1,2,1,3,2,19,1,0,4,4,1,1,0,2,0,2,4,1,0,1,0,3,0,5,0,2,6,1
1940,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1941,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1942,15,1,0,1,5,1,1,0,1,1,0,0,1,1,0,0,0,0,7,0,0,2,0,1,2,2,2,1,0,2,0,0,0,0,1,0,2,1,3,2,1
1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,1,0,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1944,17,0,0,0,2,1,0,3,3,0,2,2,1,0,1,1,0,0,16,0,0,6,1,1,0,0,3,0,6,0,0,0,0,0,1,0,0,1,0,0,0
1945,24,1,1,0,5,1,2,3,1,1,4,0,0,2,,0,0,0,21,2,1,5,2,3,0,0,2,0,6,0,0,0,2,0,2,0,0,3,0,1,0
1946,911,35,20,34,,13,3,49,97,56,21,26,,8,62,13,31,,`764,29,14,143,75,47,41,16,23,7,149,6,20,25,17,0,51,26,38,50,9,0,1
1947,46,1,2,0,5,0,0,1,10,5,2,1,0,1,15,2,5,3,44,1,2,11,7,4,8,0,3,2,12,1,1,4,9,3,7,3,3,5,3,2,0
1948,5,0,0,0,0,0,0,1,3,0,3,1,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,2,1,0,1,0
1949,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1950,14,1,0,0,2,0,0,1,3,0,0,0,0,1,1,0,3,0,23,2,0,1,1,4,0,0,0,3,2,2,1,0,0,0,0,0,3,1,0,0,1
1951,58,1,1,1,8,0,0,6,5,5,2,2,0,6,8,2,4,3,33,0,1,9,9,1,16,2,5,0,18,0,1,0,7,3,7,2,5,1,1,1,0
1952,17,1,0,0,5,1,0,1,2,0,1,0,0,1,4,0,1,1,21,0,0,1,4,6,4,0,0,1,3,0,0,2,3,1,2,0,1,0,0,0,0
1953,23,1,0,0,0,0,1,2,8,2,0,1,0,2,3,0,1,0,13,0,1,3,0,2,0,0,1,0,3,1,0,0,2,0,1,0,1,0,2,4,1
1954,11,,0,0,1,0,0,2,2,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,1
1955,23,3,1,0,4,,0,1,3,1,1,0,2,1,2,0,4,0,23,1,1,5,3,0,4,2,1,3,5,0,0,0,1,0,1,4,0,2,1,1,1
1956,62,1,9,0,11,3,1,2,7,13,1,3,1,7,19,3,4,1,65,0,4,17,6,3,9,1,5,6,10,3,0,2,16,1,12,3,4,5,2,8,0
1957,16,0,0,0,6,1,0,0,2,0,1,0,0,1,1,0,0,0,12,0,0,5,1,0,1,0,0,0,3,2,0,0,1,0,2,0,2,0,1,3,0
1958,13,0,1,0,1,1,3,1,0,3,0,0,0,2,2,1,0,0,13,0,0,3,0,2,1,0,1,2,3,0,2,3,1,0,0,1,0,0,1,0,1
1959,29,2,0,1,3,1,1,2,3,2,0,1,0,2,9,3,2,2,24,0,3,2,4,7,1,1,1,0,2,4,2,0,3,2,3,0,4,0,0,7,1
1960,37,1,0,0,7,3,0,11,7,1,1,0,0,2,6,0,2,2,27,1,2,9,6,0,6,2,0,1,4,0,0,4,5,2,3,0,0,0,1,0,0
1961,18,3,0,0,3,0,1,1,4,2,0,2,0,3,,1,5,2,18,0,1,7,4,0,1,0,2,1,6,0,1,1,1,2,2,0,0,1,0,3,1
1962,72,2,0,3,17,3,2,7,9,3,1,0,2,3,14,2,3,2,51,,1,15,4,3,2,0,4,4,16,1,0,0,9,2,6,1,4,1,3,1,0
1963,41,1,1,3,8,5,0,7,4,1,1,1,4,3,6,1,1,1,24,0,0,9,2,1,2,1,5,0,7,1,0,0,4,1,7,0,1,0,5,1,0
1964,18,0,0,4,0,0,0,2,2,1,1,0,2,4,1,0,0,0,13,1,0,1,1,2,1,0,3,0,7,2,0,0,0,0,5,0,2,1,1,0,0
